paramNames
nAtoms
i0
alpha
phi
C1_IP
C2_IP
C3_IP
C4_IP
peakEnergy_0
peakWidth_0
maxAmplitude_0
OSxx_0
OSxy_0
OSxz_0
OSyy_0
OSyz_0
OSzz_0
LocalAlpha_0
MolTensorTheta_0
peakEnergy_1
peakWidth_1
maxAmplitude_1
OSxx_1
OSxy_1
OSxz_1
OSyy_1
OSyz_1
OSzz_1
LocalAlpha_1
MolTensorTheta_1
peakEnergy_2
peakWidth_2
maxAmplitude_2
OSxx_2
OSxy_2
OSxz_2
OSyy_2
OSyz_2
OSzz_2
LocalAlpha_2
MolTensorTheta_2
peakEnergy_3
peakWidth_3
maxAmplitude_3
OSxx_3
OSxy_3
OSxz_3
OSyy_3
OSyz_3
OSzz_3
LocalAlpha_3
MolTensorTheta_3
peakEnergy_4
peakWidth_4
maxAmplitude_4
OSxx_4
OSxy_4
OSxz_4
OSyy_4
OSyz_4
OSzz_4
LocalAlpha_4
MolTensorTheta_4
peakEnergy_5
peakWidth_5
maxAmplitude_5
OSxx_5
OSxy_5
OSxz_5
OSyy_5
OSyz_5
OSzz_5
LocalAlpha_5
MolTensorTheta_5
peakEnergy_6
peakWidth_6
maxAmplitude_6
OSxx_6
OSxy_6
OSxz_6
OSyy_6
OSyz_6
OSzz_6
LocalAlpha_6
MolTensorTheta_6
peakEnergy_7
peakWidth_7
maxAmplitude_7
OSxx_7
OSxy_7
OSxz_7
OSyy_7
OSyz_7
OSzz_7
LocalAlpha_7
MolTensorTheta_7
peakEnergy_8
peakWidth_8
maxAmplitude_8
OSxx_8
OSxy_8
OSxz_8
OSyy_8
OSyz_8
OSzz_8
LocalAlpha_8
MolTensorTheta_8
peakEnergy_9
peakWidth_9
maxAmplitude_9
OSxx_9
OSxy_9
OSxz_9
OSyy_9
OSyz_9
OSzz_9
LocalAlpha_9
MolTensorTheta_9
peakEnergy_10
peakWidth_10
maxAmplitude_10
OSxx_10
OSxy_10
OSxz_10
OSyy_10
OSyz_10
OSzz_10
LocalAlpha_10
MolTensorTheta_10
peakEnergy_11
peakWidth_11
maxAmplitude_11
OSxx_11
OSxy_11
OSxz_11
OSyy_11
OSyz_11
OSzz_11
LocalAlpha_11
MolTensorTheta_11
peakEnergy_12
peakWidth_12
maxAmplitude_12
OSxx_12
OSxy_12
OSxz_12
OSyy_12
OSyz_12
OSzz_12
LocalAlpha_12
MolTensorTheta_12
peakEnergy_13
peakWidth_13
maxAmplitude_13
OSxx_13
OSxy_13
OSxz_13
OSyy_13
OSyz_13
OSzz_13
LocalAlpha_13
MolTensorTheta_13
peakEnergy_14
peakWidth_14
maxAmplitude_14
OSxx_14
OSxy_14
OSxz_14
OSyy_14
OSyz_14
OSzz_14
LocalAlpha_14
MolTensorTheta_14
peakEnergy_15
peakWidth_15
maxAmplitude_15
OSxx_15
OSxy_15
OSxz_15
OSyy_15
OSyz_15
OSzz_15
LocalAlpha_15
MolTensorTheta_15
peakEnergy_16
peakWidth_16
maxAmplitude_16
OSxx_16
OSxy_16
OSxz_16
OSyy_16
OSyz_16
OSzz_16
LocalAlpha_16
MolTensorTheta_16
peakEnergy_17
peakWidth_17
maxAmplitude_17
OSxx_17
OSxy_17
OSxz_17
OSyy_17
OSyz_17
OSzz_17
LocalAlpha_17
MolTensorTheta_17
peakEnergy_18
peakWidth_18
maxAmplitude_18
OSxx_18
OSxy_18
OSxz_18
OSyy_18
OSyz_18
OSzz_18
LocalAlpha_18
MolTensorTheta_18
